Timestamp,Name,Gender,Job Role,Department,1. I generally feel happy and satisfied during my workday.,"2. I experience positive emotions (enthusiasm, excitement) while performing my tasks.",3. I remain calm and composed even under pressure.,"4.  Negative emotions (stress, frustration) interfere with my work.",5. I usually start my workday with a positive mindset.,1.  I feel energized and enthusiastic about my job.,2.  I am fully absorbed in my work most of the time.,3. I often go beyond what is required in my role.,4.  I find my work meaningful and motivating.,5.  I am committed to giving my best at work.,1. I complete my tasks efficiently within deadlines.,2.  I maintain high quality in my work output.,3.  I actively contribute to achieving team goals.,4.  I am consistent in meeting performance expectations.,5.  My performance has improved over the past few months.,1.  I am aware of my organization’s AI-related policies.,  2.  The BAN AI policy limits how AI tools can be used in my work.,"3. The policy affects my ability to use AI for improving productivity.
",4. I believe the BAN AI policy supports ethical and fair workplace Practices. ,5.  I feel the BAN AI policy impacts how emotions influence my productivity.
2025/10/13 3:39:05 AM GMT+5,Zoya Mughal,Female,Teacher,Sociology,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Strongly disagree
2025/10/13 3:39:18 AM GMT+5,Kamil Hashmi,Male,Non Teaching Staff,Mathematics,Disagree,Neutral,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Neutral,Strongly disagree,Agree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Agree,Agree
2025/10/13 3:39:31 AM GMT+5,Shayan Tahir,Male,Non Teaching Staff,Political Science,Neutral,Neutral,Disagree,Agree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree
2025/10/13 3:39:44 AM GMT+5,Basit Rauf,Female,Teacher,Chemical Engineering,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Strongly disagree,Agree,Agree
2025/10/13 3:39:57 AM GMT+5,Muneeb Rehman,Male,Teacher,Chemical Engineering,Neutral,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Strongly agree
2025/10/13 3:40:11 AM GMT+5,Ifrah Aslam,Male,Coordinator,Psychology,Disagree,Disagree,Neutral,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Neutral
2025/10/13 3:40:24 AM GMT+5,Fatima Irfan,Male,Non Teaching Staff,Business Administration,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Agree,Disagree,Neutral,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Neutral
2025/10/13 3:40:37 AM GMT+5,Haseeb Shah,Female,Coordinator,Mechanical Engineering,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Agree
2025/10/13 3:40:51 AM GMT+5,Hania Siddiqui,Female,Non Teaching Staff,Software Engineering,Neutral,Disagree,Disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Neutral,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly disagree,Strongly disagree
2025/10/13 3:41:04 AM GMT+5,Ayaz Rauf,Male,Coordinator,Architecture,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly agree,Neutral,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree
2025/10/13 3:41:17 AM GMT+5,Asim Ansari,Male,Teacher,Public Administration,Agree,Neutral,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree
2025/10/13 3:41:30 AM GMT+5,Nashit Qureshi,Male,Coordinator,Accounting & Finance,Neutral,Strongly agree,Neutral,Strongly agree,Disagree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly agree
2025/10/13 3:41:43 AM GMT+5,Tahir Akram,Female,Coordinator,Accounting & Finance,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Agree
2025/10/13 3:41:56 AM GMT+5,Hassan Qureshi,Female,Coordinator,Political Science,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree
2025/10/13 3:42:09 AM GMT+5,Shayan Rehman,Female,Coordinator,Political Science,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Agree
2025/10/13 3:42:22 AM GMT+5,Faris Raza,Male,Teacher,Public Administration,Neutral,Strongly disagree,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Agree
2025/10/13 3:42:35 AM GMT+5,Faris Tahir,Female,Teacher,Software Engineering,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral
2025/10/13 3:42:48 AM GMT+5,Ahtisham Raza,Female,Teacher,Computer Science,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral
2025/10/13 3:48:21 AM GMT+5,Areeba Ansari,Female,Teacher,Biotechnology,Agree,Strongly agree,Disagree,Neutral,Strongly agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Neutral,Strongly agree,Disagree,Neutral,Disagree,Disagree,Strongly agree,Strongly disagree
2025/10/13 3:48:28 AM GMT+5,Nadeem Malik,Female,Non Teaching Staff,Mechanical Engineering,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree
2025/10/13 3:48:35 AM GMT+5,Babar Khalid,Female,Non Teaching Staff,Accounting & Finance,Strongly disagree,Neutral,Strongly disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Neutral,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral,Strongly disagree
2025/10/13 3:48:42 AM GMT+5,Zakir Rauf,Male,Teacher,Information Technology,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
2025/10/13 3:48:49 AM GMT+5,Junaid Ashraf,Male,Teacher,Architecture,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Neutral,Neutral,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree
2025/10/13 3:48:56 AM GMT+5,Sarim Mirza,Female,Coordinator,Mathematics,Strongly disagree,Agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree
2025/10/13 3:49:03 AM GMT+5,Murtaza Sheikh,Female,Teacher,Computer Science,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree
2025/10/13 3:49:10 AM GMT+5,Arif Akram,Male,Teacher,Mathematics,Neutral,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Strongly agree
2025/10/13 3:49:17 AM GMT+5,Ahtisham Malik,Male,Teacher,Economics,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly agree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Strongly disagree,Neutral,Strongly disagree
2025/10/13 3:49:24 AM GMT+5,Talha Raza,Female,Non Teaching Staff,Accounting & Finance,Agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Neutral
2025/10/13 3:49:31 AM GMT+5,Haseeb Ansari,Male,Non Teaching Staff,Chemical Engineering,Agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Disagree,Neutral,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Disagree,Disagree
2025/10/13 3:49:38 AM GMT+5,Zeeshan Malik,Female,Coordinator,Public Administration,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Strongly disagree
2025/10/13 3:49:45 AM GMT+5,Aqib Butt,Male,Non Teaching Staff,Computer Science,Disagree,Neutral,Disagree,Agree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Neutral,Strongly agree,Strongly agree
2025/10/13 3:49:52 AM GMT+5,Nouman Nawaz,Male,Teacher,Architecture,Disagree,Neutral,Agree,Disagree,Neutral,Strongly agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Neutral
2025/10/13 3:49:59 AM GMT+5,Junaid Hashmi,Female,Coordinator,Software Engineering,Neutral,Strongly disagree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly agree
2025/10/13 3:50:06 AM GMT+5,Zainab Rehman,Male,Non Teaching Staff,Education,Strongly agree,Disagree,Neutral,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Agree,Agree
2025/10/13 3:50:13 AM GMT+5,Nashra Nawaz,Female,Teacher,Chemistry,Strongly disagree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Neutral,Strongly agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Disagree
2025/10/13 3:50:20 AM GMT+5,Kinza Aslam,Female,Non Teaching Staff,Doctor of Medicine,Strongly disagree,Neutral,Strongly disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Strongly agree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Agree,Strongly agree,Disagree
2025/10/13 3:50:27 AM GMT+5,Amber Mughal,Female,Coordinator,Chemistry,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly agree,Disagree,Neutral,Strongly disagree,Neutral
2025/10/13 3:50:34 AM GMT+5,Ali Qureshi,Male,Teacher,Information Technology,Agree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Neutral,Strongly agree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Disagree,Agree
2025/10/13 3:50:41 AM GMT+5,Amara Qureshi,Female,Coordinator,Psychology,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Disagree,Agree,Agree
2025/10/13 3:50:48 AM GMT+5,Murtaza Hanif,Female,Non Teaching Staff,Political Science,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Disagree,Neutral,Strongly agree,Agree
2025/10/13 3:50:55 AM GMT+5,Faris Aslam,Male,Teacher,Computer Science,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Strongly disagree,Strongly agree,Agree,Neutral,Strongly disagree
2025/10/13 3:51:02 AM GMT+5,Areeba Rehman,Male,Non Teaching Staff,Biotechnology,Strongly disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree
2025/10/13 3:51:09 AM GMT+5,Amina Irfan,Female,Non Teaching Staff,Biotechnology,Neutral,Strongly disagree,Agree,Strongly disagree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Disagree,Strongly disagree
2025/10/13 3:51:16 AM GMT+5,Mishaal Malik,Male,Non Teaching Staff,Nursing,Agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Neutral,Neutral,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly disagree,Disagree,Neutral,Neutral,Agree
2025/10/13 3:51:23 AM GMT+5,Anum Tahir,Female,Coordinator,Pharmacy,Neutral,Agree,Disagree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree
2025/10/13 3:51:30 AM GMT+5,Rameez Raza,Female,Coordinator,Software Engineering,Disagree,Strongly agree,Disagree,Neutral,Disagree,Strongly agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Agree
2025/10/13 3:51:37 AM GMT+5,Zoya Hussain,Female,Non Teaching Staff,Computer Science,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Disagree,Neutral,Neutral,Strongly disagree,Neutral,Strongly agree,Disagree,Strongly agree,Strongly disagree,Neutral
2025/10/13 3:51:44 AM GMT+5,Noor Sheikh,Male,Non Teaching Staff,Psychology,Neutral,Agree,Neutral,Neutral,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Agree
2025/10/13 3:51:51 AM GMT+5,Basit Aslam,Male,Non Teaching Staff,Information Technology,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly disagree,Disagree,Agree,Neutral
2025/10/13 3:51:58 AM GMT+5,Tooba Khan,Male,Non Teaching Staff,Pharmacy,Disagree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Neutral,Agree,Strongly disagree,Strongly agree
2025/10/13 3:52:04 AM GMT+5,Asim Nawaz,Male,Teacher,Public Administration,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Strongly disagree,Strongly agree
2025/10/13 3:52:11 AM GMT+5,Nouman Irfan,Female,Non Teaching Staff,Law,Disagree,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral
2025/10/13 3:52:19 AM GMT+5,Hafsa Chaudhry,Female,Teacher,Sociology,Neutral,Neutral,Strongly disagree,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Strongly agree,Strongly disagree
2025/10/13 3:52:26 AM GMT+5,Nashra Rehman,Female,Non Teaching Staff,Computer Science,Agree,Neutral,Agree,Agree,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Neutral,Disagree,Agree,Agree,Strongly disagree,Neutral
2025/10/13 3:52:33 AM GMT+5,Ayesha Mughal,Male,Coordinator,Software Engineering,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Disagree
2025/10/13 3:52:40 AM GMT+5,Mishaal Tahir,Female,Teacher,Sociology,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly agree
2025/10/13 3:52:47 AM GMT+5,Nadia Tahir,Female,Non Teaching Staff,Dentistry,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly agree,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Neutral,Neutral,Strongly disagree,Strongly agree
2025/10/13 3:52:54 AM GMT+5,Hania Chaudhry,Male,Teacher,Chemistry,Agree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Disagree
2025/10/13 3:53:01 AM GMT+5,Sadaf Rauf,Male,Non Teaching Staff,Sociology,Neutral,Neutral,Strongly disagree,Disagree,Neutral,Disagree,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly disagree,Neutral
2025/10/13 3:53:08 AM GMT+5,Kinza Butt,Female,Teacher,Media Studies,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Neutral
2025/10/13 3:53:15 AM GMT+5,Nadia Shahid,Female,Coordinator,Business Administration,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree
2025/10/13 3:53:22 AM GMT+5,Ifrah Irfan,Male,Teacher,Pharmacy,Strongly disagree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral
2025/10/13 3:53:29 AM GMT+5,Ayaz Ansari,Female,Non Teaching Staff,Architecture,Disagree,Disagree,Strongly disagree,Agree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,Neutral,Disagree,Neutral
2025/10/13 3:53:36 AM GMT+5,Aqsa Tahir,Female,Non Teaching Staff,Computer Science,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly disagree
2025/10/13 3:53:43 AM GMT+5,Ayesha Sheikh,Female,Teacher,Computer Science,Neutral,Neutral,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Neutral,Agree,Strongly agree
2025/10/13 3:53:50 AM GMT+5,Talha Ashraf,Female,Coordinator,Economics,Neutral,Strongly agree,Agree,Strongly disagree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree
2025/10/13 3:53:57 AM GMT+5,Sumbul Ansari,Male,Teacher,Dentistry,Agree,Neutral,Neutral,Neutral,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Strongly agree,Neutral,Agree,Neutral,Agree
2025/10/13 3:54:04 AM GMT+5,Zubair Hashmi,Male,Teacher,Political Science,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree
2025/10/13 3:54:11 AM GMT+5,Abrar Mughal,Male,Teacher,Economics,Strongly disagree,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree
2025/10/13 3:57:44 AM GMT+5,Amina Rasheed,Male,Non Teaching Staff,Media Studies,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Disagree
2025/10/13 3:57:51 AM GMT+5,Hassan Butt,Female,Non Teaching Staff,Mathematics,Strongly disagree,Disagree,Disagree,Neutral,Strongly agree,Disagree,Strongly disagree,Agree,Neutral,Neutral,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree
2025/10/13 3:57:58 AM GMT+5,Kamil Akram,Female,Teacher,Business Administration,Neutral,Disagree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Neutral,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Strongly disagree,Strongly agree
2025/10/13 3:58:05 AM GMT+5,Amber Latif,Female,Non Teaching Staff,Chemistry,Agree,Disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Strongly agree,Neutral
2025/10/13 3:58:12 AM GMT+5,Arooj Irfan,Female,Teacher,Education,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Neutral,Disagree,Strongly agree
2025/10/13 3:58:20 AM GMT+5,Imaan Hussain,Female,Coordinator,Education,Strongly disagree,Neutral,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Disagree,Strongly agree,Agree,Agree
2025/10/13 3:58:27 AM GMT+5,Rayyan Latif,Female,Non Teaching Staff,Mechanical Engineering,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Agree,Neutral
2025/10/13 3:58:34 AM GMT+5,Nimrah Tahir,Female,Non Teaching Staff,Psychology,Disagree,Strongly disagree,Neutral,Agree,Agree,Neutral,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Neutral,Neutral
2025/10/13 3:58:41 AM GMT+5,Zohaib Shahid,Male,Non Teaching Staff,Computer Science,Agree,Strongly agree,Agree,Agree,Neutral,Neutral,Disagree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree
2025/10/13 3:58:48 AM GMT+5,Anum Ashraf,Female,Teacher,Mathematics,Neutral,Strongly agree,Neutral,Agree,Strongly disagree,Strongly disagree,Neutral,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Neutral
2025/10/13 3:58:55 AM GMT+5,Zoya Ansari,Female,Coordinator,Computer Science,Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree
2025/10/13 3:59:03 AM GMT+5,Owais Hashmi,Male,Coordinator,Architecture,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly agree,Strongly disagree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly agree
2025/10/13 3:59:10 AM GMT+5,Areeba Chaudhry,Male,Coordinator,Business Administration,Disagree,Disagree,Agree,Strongly agree,Neutral,Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Agree,Strongly disagree,Disagree
2025/10/13 3:59:17 AM GMT+5,Kamil Malik,Female,Non Teaching Staff,Law,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Neutral
